"artist","museum","gender","ethnicity","GEO3major","year"
"Lucien Abrams","Dallas Museum of Art","man","white","North America","1870"
"Giuseppi Acquaroni","Dallas Museum of Art","man","white","Europe","1780"
"Ansel Adams","Dallas Museum of Art","man","white","North America","1900"
"Eleanor Adams","Dallas Museum of Art","woman","white","North America","1910"
"George Adams","Dallas Museum of Art","man","white",NA,NA
"Lorenz Hutschenreuther AG","Dallas Museum of Art","man","white",NA,NA
"John White Alexander","Dallas Museum of Art","man","white","North America","1860"
"Henry Alken","Dallas Museum of Art","man","white","Europe","1780"
"Terry Allen","Dallas Museum of Art","man","white","North America","1940"
"Helen Altman","Dallas Museum of Art","woman","white","North America","1960"
"David Altmejd","Dallas Museum of Art","man","white","North America","1970"
"Thorkild Olsen, Royal Copenhagen Porcelain Manufactory, Ltd., Faience Manufactory Aluminia","Dallas Museum of Art","man","white","Europe","1890"
"Jesse Amado","Dallas Museum of Art","man",NA,"North America","1950"
"Stanley Anderson","Dallas Museum of Art","man",NA,NA,NA
"Mamma Andersson","Dallas Museum of Art","woman","white","Europe","1960"
"Angeles Lopez Antei","Dallas Museum of Art",NA,"hispanic",NA,NA
"Richard Anuszkiewicz","Dallas Museum of Art","man","white","North America","1930"
"Adolphe Appian","Dallas Museum of Art","man","white","Europe","1820"
"Florence Aragon","Dallas Museum of Art","woman",NA,"North America","1930"
"Uri Aran","Dallas Museum of Art","man",NA,"Europe","1980"
"Klaus Arck","Dallas Museum of Art","man","white","Europe",NA
"Arman","Dallas Museum of Art","man",NA,NA,"1930"
"Boris Artzybasheff","Dallas Museum of Art","man","white",NA,"1900"
"Kenojuak Ashevak","Dallas Museum of Art","woman",NA,"North America","1930"
"Dale Atkinson","Dallas Museum of Art","man","white","Europe","1960"
"Charles Atlas","Dallas Museum of Art","man","white","North America","1960"
"Cassandra Austen","Dallas Museum of Art","woman","white","Europe","1770"
"Richard Avedon","Dallas Museum of Art","man","white","North America","1920"
"Eric Avery","Dallas Museum of Art","man",NA,"North America",NA
"Andisheh Avini","Dallas Museum of Art","man",NA,"North America","1970"
"Ann Sciortino Ayess","Dallas Museum of Art","woman",NA,"North America",NA
"Michael Ayrton","Dallas Museum of Art","man","white","Europe","1920"
"Darren Bader","Dallas Museum of Art","man","white","North America","1980"
"Scott Barber","Dallas Museum of Art","man","white","North America","1960"
"Arthur Leroy Barney","Dallas Museum of Art","man","white","North America",NA
"Daniel Barsotti","Dallas Museum of Art","man","white","North America","1950"
"Jennifer Bartlett","Dallas Museum of Art","woman","white","North America","1940"
"Jacques Baseilhac","Dallas Museum of Art","man","white","Europe","1870"
"Jules Bastiena?""Lepage","Dallas Museum of Art","man","white","Europe","1850"
"Frank Bauer","Dallas Museum of Art","man","white","Asia and the Pacific",NA
"Francis Bedford","Dallas Museum of Art","man","white","Europe","1820"
"Charlette Begay","Dallas Museum of Art","woman","other","North America",NA
"Virginia Belda","Dallas Museum of Art","woman","hispanic",NA,NA
"Pietro Bellotti","Dallas Museum of Art","man","white","Europe","1620"
"Thomas Hart Benton","Dallas Museum of Art","man","white","North America","1890"
"Harry S. Berk","Dallas Museum of Art","man",NA,"North America",NA
"Tony Berlant","Dallas Museum of Art","man","white","North America","1940"
"Jake Berthot","Dallas Museum of Art","man","white","North America","1940"
"George Biddle","Dallas Museum of Art","man","white","North America","1880"
"David Bielander","Dallas Museum of Art","man","white","Europe","1970"
"Bilew","Dallas Museum of Art",NA,NA,"North America",NA
"Isabel Bishop","Dallas Museum of Art","woman","white","North America","1900"
"Ralph Albert Blakelock","Dallas Museum of Art","man","white","North America","1850"
"JA?rgen Bock","Dallas Museum of Art",NA,"white","Europe",NA
"John Bock","Dallas Museum of Art","man","white","Europe","1960"
"Rosalyn Bodycomb","Dallas Museum of Art","woman",NA,"North America",NA
"Alighiero Boetti","Dallas Museum of Art","man","white","Europe","1940"
"Louis LACopold Boilly","Dallas Museum of Art","man","white","Europe","1760"
"Giovanni Bonazza","Dallas Museum of Art","man","white",NA,"1650"
"William Bond","Dallas Museum of Art","man","white","Europe",NA
"Richard Parkes Bonington","Dallas Museum of Art","man","white","Europe","1800"
"Emilea?""Antoine Bourdelle","Dallas Museum of Art","man","white","Europe","1860"
"Samuel Bourne","Dallas Museum of Art","man","white","Europe","1830"
"Big Bow","Dallas Museum of Art","man","other","North America","1910"
"James ""Jack"" Boynton","Dallas Museum of Art","man","white","North America","1930"
"Sascha Brastoff","Dallas Museum of Art","man","white","North America","1920"
"Carl Conrad Braun","Dallas Museum of Art","man",NA,NA,NA
"Manuel Alvarez Bravo","Dallas Museum of Art","man","hispanic","Latin America and the Caribbean","1900"
"Louise Breslau","Dallas Museum of Art","woman","white","Europe","1860"
"Walter Brind","Dallas Museum of Art","man",NA,NA,NA
"William Arthur Bristow","Dallas Museum of Art","man","white",NA,"1940"
"Leslie A. Brown","Dallas Museum of Art","woman","white","North America","1920"
"Christopher Le Brun","Dallas Museum of Art","man","white","Europe","1950"
"Bernard Buffet","Dallas Museum of Art","man","white","Europe","1930"
"Gary Bukovnik","Dallas Museum of Art","man","white","North America","1950"
"Charles E. Burchfield","Dallas Museum of Art","man","white","North America","1890"
"Charles H. Burns","Dallas Museum of Art","man",NA,"North America",NA
"Yosa Buson","Dallas Museum of Art","man","asian","Asia and the Pacific","1720"
"Gaston BussiA?re","Dallas Museum of Art",NA,"white","Europe","1860"
"William Butterfield","Dallas Museum of Art","man","white","Europe","1810"
"Sergio de Camargo","Dallas Museum of Art","man","hispanic","Latin America and the Caribbean","1930"
"Massimo Campigli","Dallas Museum of Art","man","white","Europe","1900"
"Paul Caponigro","Dallas Museum of Art","man","white","North America","1930"
"Lottie H. Card","Dallas Museum of Art",NA,NA,"North America",NA
"Steuben Glass Works, Frederick Carder","Dallas Museum of Art","man","white",NA,"1860"
"Agostino Carracci","Dallas Museum of Art","man","white","Europe","1560"
"Karl Casper","Dallas Museum of Art","man",NA,"Europe",NA
"Mario Bellini, Cassina","Dallas Museum of Art","man",NA,"Europe","1940"
"Giovanni Benedetto Castiglione","Dallas Museum of Art","man","white","Europe","1610"
"Rebecca Cauman","Dallas Museum of Art","woman","white","North America",NA
"Peter Chevalier","Dallas Museum of Art","man","white","Europe","1950"
"Francesco Chiappelli","Dallas Museum of Art","man","white","Europe","1890"
"VA!clav Cigler","Dallas Museum of Art","man","white","Europe","1930"
"Geoffrey Clarke","Dallas Museum of Art","man","white","Europe","1920"
"Francesco Clemente","Dallas Museum of Art","man","white","Europe","1950"
"Carie Clemons","Dallas Museum of Art","woman",NA,NA,"1900"
"Alice Cling","Dallas Museum of Art","woman","other","North America","1950"
"Haskell Coffin","Dallas Museum of Art","man","white","North America","1880"
"Warrington Colescott","Dallas Museum of Art","man","white","North America","1920"
"W. F. Colley","Dallas Museum of Art","man","white",NA,NA
"Hannah Collins","Dallas Museum of Art","woman","white","Europe","1960"
"Lowell Daunt Collins","Dallas Museum of Art","man",NA,"North America","1920"
"Carolyn Concho","Dallas Museum of Art",NA,"other",NA,NA
"Brian Conley","Dallas Museum of Art","man",NA,"North America",NA
"Clyde Connell","Dallas Museum of Art",NA,"white","North America","1900"
"Bruce Gulder Conner","Dallas Museum of Art","man","white","North America","1930"
"Matt Connors","Dallas Museum of Art",NA,NA,NA,NA
"Howard Cook","Dallas Museum of Art","man","white","North America","1900"
"Eileen Cooper","Dallas Museum of Art","woman","white","Europe","1950"
"Josiah Wedgwood and Sons, Susie Cooper","Dallas Museum of Art",NA,NA,NA,NA
"Gonzalez Coques","Dallas Museum of Art","man","white","Europe","1610"
"Corneille","Dallas Museum of Art",NA,"white","Europe","1920"
"Carlotta M. Corpron","Dallas Museum of Art","woman","white","North America","1900"
"Giovanni Corvaja","Dallas Museum of Art",NA,"white","Europe","1970"
"Gustave Courbet","Dallas Museum of Art","man","white","Europe","1820"
"Dennis Creffield","Dallas Museum of Art","man","white","Europe","1930"
"Fred Cress","Dallas Museum of Art","man","white",NA,"1940"
"Steven Cromwell","Dallas Museum of Art","man",NA,"North America","1940"
"Richard Crossley","Dallas Museum of Art","man",NA,NA,NA
"Russell Crotty","Dallas Museum of Art","man","white","North America","1960"
"Robert Cumming","Dallas Museum of Art","man","white","North America","1940"
"Johanna Dahm","Dallas Museum of Art",NA,NA,NA,"1950"
"Salvador Dali","Dallas Museum of Art","man","hispanic","Europe","1900"
"Andrew Dasburg","Dallas Museum of Art","man","white",NA,"1890"
"Arthur Bowen Davies","Dallas Museum of Art","man","white","North America","1860"
"Ronald Wendel Davis","Dallas Museum of Art","man","white","North America","1940"
"Mark Dean","Dallas Museum of Art","man","white","North America","1960"
"Barney Delabano","Dallas Museum of Art","man","white","North America","1930"
"EugA?ne Delacroix","Dallas Museum of Art","man","white","Europe","1800"
"Donna Dennis","Dallas Museum of Art","woman","white","North America","1940"
"Winslow Anderson, Lenox Design Department","Dallas Museum of Art","man","white",NA,"1920"
"Gaetano Pesce, Fish Design","Dallas Museum of Art","man","white","Europe","1940"
"Alexandre-FranA?ois Desportes","Dallas Museum of Art","man","white","Europe","1660"
"Rudolf Dettmar","Dallas Museum of Art","man",NA,NA,NA
"Philip-Lorca DiCorcia","Dallas Museum of Art","man","white","North America","1950"
"Georg Dobler","Dallas Museum of Art","man","white","Europe","1950"
"Burhan Dogancay","Dallas Museum of Art","man",NA,NA,"1930"
"Joseph Domjan","Dallas Museum of Art","man",NA,"Europe","1910"
"Mary Doyle","Dallas Museum of Art","woman",NA,"North America","1900"
"Karl Drerup","Dallas Museum of Art","man","white","Europe","1900"
"Bruce Duderstadt","Dallas Museum of Art","man","white","North America","1940"
"William Dunlap","Dallas Museum of Art","man","white","North America","1770"
"Virginia Dunn","Dallas Museum of Art",NA,"white","North America",NA
"William Herbert Dunton","Dallas Museum of Art","man","white","North America","1880"
"Briggs Dyer","Dallas Museum of Art","man",NA,"North America","1910"
"Jose Echave","Dallas Museum of Art","man",NA,NA,NA
"George Edwards","Dallas Museum of Art","man","white","Europe","1690"
"Melvin Edwards","Dallas Museum of Art","man","black","North America","1940"
"Hakuin Ekaku","Dallas Museum of Art","man","asian","Asia and the Pacific","1690"
"Pieter Bruegel the Elder","Dallas Museum of Art","man","white","Europe","1520"
"Rowena C. Elkin","Dallas Museum of Art","woman",NA,"North America","1920"
"Jeff Elrod","Dallas Museum of Art","man","white","North America","1970"
"Elsa","Dallas Museum of Art",NA,"other","North America","1900"
"Jacob Epstein","Dallas Museum of Art","man",NA,"North America","1880"
"Adrian Esparza","Dallas Museum of Art","man",NA,"North America","1970"
"Allart van Everdingen","Dallas Museum of Art","man","white","Europe","1620"
"Philip Evergood","Dallas Museum of Art","man","white","North America","1900"
"Louie Ewing","Dallas Museum of Art","man","white","North America","1910"
"Merle F. Faber","Dallas Museum of Art","man","white","North America","1890"
"Jorge Ferrari-Hardoy","Dallas Museum of Art","man","white","Latin America and the Caribbean","1910"
"Ernest Fiene","Dallas Museum of Art","man","white",NA,"1890"
"Gerhard Fietz","Dallas Museum of Art","man","white","Europe","1910"
"John Figg","Dallas Museum of Art","man",NA,NA,"1830"
"Pavel Nikolaevich Filonov","Dallas Museum of Art","man","white","Europe","1880"
"FranA?ois (Franz Joseph) Fleischbein","Dallas Museum of Art","man","white",NA,NA
"Robbert Flick","Dallas Museum of Art","man","white","Europe","1940"
"Mark Flood","Dallas Museum of Art","man","white","North America","1960"
"John Fulton Folinsbee","Dallas Museum of Art","man",NA,"North America","1890"
"Jean Louis Forain","Dallas Museum of Art","man","white","Europe","1850"
"Ian Fraser","Dallas Museum of Art","man","white","Europe","1930"
"Hans Freese","Dallas Museum of Art","man","white","Europe",NA
"Clemens Friedell","Dallas Museum of Art","man","white","North America","1870"
"Tom Friedman","Dallas Museum of Art","man","white","North America","1960"
"Laura Gachupin","Dallas Museum of Art","woman",NA,"North America","1950"
"Claude Gaillard","Dallas Museum of Art","man","white","Europe","1830"
"Alex Gairdner","Dallas Museum of Art","man","white","Europe",NA
"Glen Allen Galaway","Dallas Museum of Art","man",NA,"North America",NA
"JesAos Guerrero GalvA!n","Dallas Museum of Art","man","hispanic","Latin America and the Caribbean","1910"
"Tim Gardner","Dallas Museum of Art","man","white","North America","1970"
"Michel Garnier","Dallas Museum of Art","man","white","Europe","1750"
"Susanna Gascoigne","Dallas Museum of Art","woman",NA,NA,NA
"Harry Geffert","Dallas Museum of Art","man","white","North America","1930"
"Paul Geissler","Dallas Museum of Art","man","white","Europe","1880"
"George Giles","Dallas Museum of Art","man","white","Europe",NA
"Sam Gilliam","Dallas Museum of Art","man","black","North America","1930"
"Luca Giordano","Dallas Museum of Art","man","white","Europe","1630"
"Albert Gleizes","Dallas Museum of Art","man","white","Europe","1880"
"Robert Gober","Dallas Museum of Art","man","white","North America","1950"
"Lloyd Goff","Dallas Museum of Art","man","white","North America",NA
"Frank Gohlke","Dallas Museum of Art","man","white","North America","1940"
"Milton Goldstein","Dallas Museum of Art","man","white","North America",NA
